"LSOACODE","AVEPRICE","AVEINCOME","IMDSCORE","PTAINDEX","PTACAT"
"E01000455",309431.35,46316.67,6.2,6.2,"2. Low"
"E01000456",328291.63,45906.67,6.4,3.2,"1. Lowest"
"E01000457",313601.15,46156.67,11.5,14.94,"3. Medium"
"E01000458",358291.96,51453.33,5.1,6.25,"2. Low"
"E01000459",320600.44,45843.33,13.7,8.92,"2. Low"
"E01000460",402859.68,56300,3.2,2.84,"1. Lowest"
"E01000461",391574.81,51193.33,6.6,7.33,"2. Low"
"E01000462",262005.32,44883.33,12.8,13.39,"3. Medium"
"E01000463",359413.59,50650,4.6,4.47,"1. Lowest"
"E01000464",193204.55,35450,27.8,7.32,"2. Low"
"E01000465",188996.41,34786.67,30.2,5.52,"2. Low"
"E01000466",263203.76,39046.67,25.8,1.55,"1. Lowest"
"E01000467",197376.49,40450,21.4,5.7,"2. Low"
"E01000468",223646.05,42033.33,21.1,1.14,"1. Lowest"
"E01000469",199952.89,41396.67,19.8,6.27,"2. Low"
"E01000470",180440.4,34616.67,41.7,7,"2. Low"
"E01000471",349086.25,40230,22.1,2.37,"1. Lowest"
"E01000472",284415.61,40983.33,26.6,10.29,"3. Medium"
"E01000473",271523.66,37716.67,28,13.53,"3. Medium"
"E01000474",360087.5,38063.33,19.8,6.02,"2. Low"
"E01000475",343265.57,40046.67,21.5,11.31,"3. Medium"
"E01000476",340047.22,39913.33,21.4,4.27,"1. Lowest"
"E01000477",257564.67,37696.67,26.3,4.59,"1. Lowest"
"E01000478",348080.5,39946.67,23,10.82,"3. Medium"
"E01000479",748223.33,48653.33,16.3,8.77,"2. Low"
"E01000480",715957.13,51703.33,11.9,8.53,"2. Low"
"E01000481",318021.43,39866.67,30.1,10.8,"3. Medium"
"E01000482",289166.65,37550,35.2,13.84,"3. Medium"
"E01000483",295816.4,36056.67,35,4.49,"1. Lowest"
"E01000484",388200,39390,41.5,4.34,"1. Lowest"
"E01000485",416768.41,41763.33,26.5,6.62,"2. Low"
"E01000486",557993.3,47530,15.2,1.89,"1. Lowest"
"E01000487",373247.69,43856.67,16.7,9.21,"2. Low"
"E01000488",901293.47,47693.33,21.1,11.59,"3. Medium"
"E01000489",848020.57,51320,20.2,9.82,"2. Low"
"E01000490",693021.45,49510,27.5,18.84,"3. Medium"
"E01000491",1044835.82,49750,22.1,8.22,"2. Low"
"E01000492",1138759.89,54113.33,14.2,10.22,"3. Medium"
"E01000493",1004860.73,52986.67,13.8,12.12,"3. Medium"
"E01000494",688836.51,47503.33,19.7,12.77,"3. Medium"
"E01000495",504248.41,44890,32.8,16.57,"3. Medium"
"E01000497",444466.45,39586.67,21.5,9.97,"2. Low"
"E01000498",363258.33,37183.33,26,2.96,"1. Lowest"
"E01000499",376731.86,38180,28.5,8.18,"2. Low"
"E01000501",337780.27,37050,35.5,7.47,"2. Low"
"E01000502",494067.98,39893.33,27.9,5.23,"2. Low"
"E01000503",567024.37,40533.33,25.2,4.52,"1. Lowest"
"E01000504",706369.09,46583.33,23,8.57,"2. Low"
"E01000505",865680.38,45956.67,21.4,6.08,"2. Low"
"E01000506",333394.55,36173.33,33.5,12.78,"3. Medium"
"E01000507",731558.74,45950,22.9,8.58,"2. Low"
"E01000508",385565.18,34303.33,46.9,9.03,"2. Low"
"E01000509",485319.44,38103.33,35.3,7.72,"2. Low"
"E01000510",494680.78,38836.67,31.6,13.53,"3. Medium"
"E01000511",618927.85,40433.33,32,14.7,"3. Medium"
"E01000512",538571.96,47030,20.2,12,"3. Medium"
"E01000513",451126.67,44703.33,15.9,7.65,"2. Low"
"E01000514",273935.14,44916.67,14,6.2,"2. Low"
"E01000515",292912.68,39286.67,26.9,8.25,"2. Low"
"E01000516",436884.42,43373.33,18,7.97,"2. Low"
"E01000517",548609.29,47066.67,13.5,6.82,"2. Low"
"E01000518",422171.64,43063.33,23.7,5.5,"2. Low"
"E01000519",417635.42,41863.33,20.3,2.01,"1. Lowest"
"E01000520",315376.37,42330,20.5,7.16,"2. Low"
"E01000521",309539.07,32326.67,54.4,18.56,"3. Medium"
"E01000522",436966.09,36050,31.8,2.04,"1. Lowest"
"E01000523",517948.48,35893.33,36,13.52,"3. Medium"
"E01000524",408751.11,34016.67,51.2,22.6,"4. High"
"E01000525",353053.89,34836.67,40.7,21.98,"4. High"
"E01000526",308188.43,33713.33,44,5.2,"2. Low"
"E01000527",337044.49,34163.33,36.9,5.29,"2. Low"
"E01000528",244023.91,33673.33,51.2,7.4,"2. Low"
"E01000530",785565.36,48216.67,18,9.06,"2. Low"
"E01000531",660691.58,43996.67,27.3,12.26,"3. Medium"
"E01000532",655495.87,47163.33,21.5,14.58,"3. Medium"
"E01000533",481194.75,37420,43.5,13.46,"3. Medium"
"E01000534",702875.36,46593.33,22,6.5,"2. Low"
"E01000535",489931.9,41920,30.2,17.24,"3. Medium"
"E01000536",590858.18,54596.67,11.3,12.95,"3. Medium"
"E01000538",662805.88,57286.67,8.3,1.64,"1. Lowest"
"E01000539",397097.69,52520,10,7.61,"2. Low"
"E01000540",624775.45,54936.67,10.8,6.36,"2. Low"
"E01000541",348251.02,49360,16.2,8.28,"2. Low"
"E01000543",399004.74,46070,22.8,9.26,"2. Low"
"E01000544",513579.1,36243.33,40.7,16.8,"3. Medium"
"E01000545",598499.99,45596.67,30.2,20.28,"4. High"
"E01000546",766378.24,47740,23.3,17.02,"3. Medium"
"E01000547",736936.41,45646.67,22.9,17.47,"3. Medium"
"E01000548",456777.48,43520,35.4,25.89,"5. Highest"
"E01000549",746521.02,51616.67,16.5,19.18,"3. Medium"
"E01000550",528142.92,38966.67,38.3,27.08,"5. Highest"
"E01000551",400241.92,33850,47.4,21.55,"4. High"
"E01000552",412800,33456.67,50,22.56,"4. High"
"E01000553",517161.38,40746.67,29.6,16.98,"3. Medium"
"E01000554",445170.98,41846.67,24.7,6.03,"2. Low"
"E01000555",771989.07,51390,16.3,6.41,"2. Low"
"E01000556",475390.6,39686.67,37.1,24.24,"4. High"
"E01000557",481758.01,43280,22.5,20.27,"4. High"
"E01000558",886605.47,49786.67,25.6,15.21,"3. Medium"
"E01000559",667151.99,47986.67,21.5,13.47,"3. Medium"
"E01000560",851476.44,51130,18.7,12.83,"3. Medium"
"E01000561",643515.13,45646.67,24,20.74,"4. High"
"E01000562",684107.78,56783.33,11.8,3.15,"1. Lowest"
"E01000563",650982.18,54006.67,11,4.23,"1. Lowest"
"E01000564",373838.09,43686.67,18.3,8.36,"2. Low"
"E01000565",427966.74,45856.67,25.1,5.34,"2. Low"
"E01000566",537079.36,50566.67,15.2,3.74,"1. Lowest"
"E01000567",326819.35,45123.33,18.8,4.9,"1. Lowest"
"E01000568",461177.3,51556.67,14.4,14.98,"3. Medium"
"E01000569",531965.4,53436.67,9.7,6.58,"2. Low"
"E01000570",334194.11,39030,26.7,8.26,"2. Low"
"E01000571",579076.19,45836.67,21.1,9.19,"2. Low"
"E01000572",482344.15,48230,11.9,4.89,"1. Lowest"
"E01000573",464170.21,45600,13.9,9.53,"2. Low"
"E01000574",485890.67,46530,12.4,7.55,"2. Low"
"E01000575",398561.31,45000,16.6,9.64,"2. Low"
"E01000576",357684.45,45916.67,15.1,9.46,"2. Low"
"E01000577",273091.1,39616.67,31.9,7.48,"2. Low"
"E01000578",355736.65,42476.67,27,15.69,"3. Medium"
"E01000579",729393.09,49120,27,20.8,"4. High"
"E01000580",1314864.38,56220,21.6,13.52,"3. Medium"
"E01000581",1258633.24,59360,15.6,14.86,"3. Medium"
"E01000582",1522727.33,62763.33,14.7,17.87,"3. Medium"
"E01000583",1044875.28,51283.33,20.9,21.47,"4. High"
"E01000584",874483.54,52143.33,14.6,18.75,"3. Medium"
"E01000585",940049.36,50140,14.9,21,"4. High"
"E01000586",520598.22,46796.67,27,25.48,"5. Highest"
"E01000587",489604.29,43836.67,14.9,6.58,"2. Low"
"E01000588",340514.41,41343.33,24.5,8.43,"2. Low"
"E01000589",388370.19,44193.33,19.3,7.32,"2. Low"
"E01000590",385472.03,44653.33,16.3,4.51,"1. Lowest"
"E01000591",415521.76,41133.33,21.9,10.21,"3. Medium"
"E01000592",357214.17,44303.33,20.1,13.32,"3. Medium"
"E01000593",359181.97,43370,20.4,5.73,"2. Low"
"E01000594",356711.07,42283.33,18.4,10.19,"3. Medium"
"E01000595",349743.3,32656.67,49.2,7.64,"2. Low"
"E01000596",290246.13,31613.33,51.5,6.15,"2. Low"
"E01000599",279428.57,35076.67,43.1,17.07,"3. Medium"
"E01000600",352083.54,34220,38.9,8.41,"2. Low"
"E01000601",339465.28,34310,57.5,8.09,"2. Low"
"E01000602",246730.52,33196.67,45.2,8.19,"2. Low"
"E01000603",216555.65,33900,41.1,7.45,"2. Low"
"E01000604",267940.76,32596.67,42.3,8.92,"2. Low"
"E01000605",395162.08,32266.67,45.3,10.73,"3. Medium"
"E01000606",332500.07,41073.33,20.2,7.54,"2. Low"
"E01000607",339468.18,43243.33,18.5,7.6,"2. Low"
"E01000608",267683.95,40193.33,25,8.99,"2. Low"
"E01000609",273730.51,41156.67,22,7.65,"2. Low"
"E01000610",422413.58,40900,27.1,11.57,"3. Medium"
"E01000611",323428.64,40260,22,15.79,"3. Medium"
"E01000612",386357.33,40453.33,23.2,15.82,"3. Medium"
"E01000613",309806.5,41313.33,27.5,6.73,"2. Low"
"E01000615",224399.94,41140,19.8,8.52,"2. Low"
"E01000616",361256.47,40443.33,21.6,16.01,"3. Medium"
"E01000617",423541.65,40350,23.4,9.45,"2. Low"
"E01000618",401004.76,40430,23.7,5.3,"2. Low"
"E01000619",329925.52,40810,20.6,1.02,"1. Lowest"
"E01000620",386898.81,40643.33,20.8,8.14,"2. Low"
"E01000621",345749.36,40083.33,25.1,10.2,"3. Medium"
"E01000622",312971.74,36976.67,29.7,2.96,"1. Lowest"
"E01000623",542295.83,42953.33,15.8,4.84,"1. Lowest"
"E01000624",391949.83,41993.33,17.2,1.83,"1. Lowest"
"E01000625",537561.44,41426.67,21.6,8.25,"2. Low"
"E01000626",236333.33,35220,41,7.32,"2. Low"
"E01000627",225639.93,37350,40.6,10.88,"3. Medium"
"E01000628",339435.59,37406.67,33.9,8.79,"2. Low"
"E01000629",353018.42,40800,19.1,4.47,"1. Lowest"
"E01000630",290119.02,37426.67,30.9,12.68,"3. Medium"
"E01000631",408261.63,40813.33,18.1,9.71,"2. Low"
"E01000632",395162.08,39000,19.3,12.21,"3. Medium"
"E01000633",368484.33,38420,24.5,21.49,"4. High"
"E01000634",271136.49,38943.33,22.7,14.01,"3. Medium"
"E01000635",338885.99,38323.33,29.1,22.64,"4. High"
"E01000636",327368.03,39266.67,19.3,16.7,"3. Medium"
"E01000637",506973.53,40543.33,27.5,13.96,"3. Medium"
"E01000638",397099.33,35493.33,33.5,10.66,"3. Medium"
"E01000639",557668.64,42853.33,21.1,14.91,"3. Medium"
"E01000640",447886.93,35566.67,33.8,21.87,"4. High"
"E01000641",411879.64,37736.67,33.3,17.79,"3. Medium"
"E01000642",532307.14,41493.33,29.7,18.92,"3. Medium"
"E01000643",426948.23,36926.67,54.4,7.88,"2. Low"
"E01000644",443071.73,41693.33,26.9,15.77,"3. Medium"
"E01000645",1119914.94,70900,3.2,4.3,"1. Lowest"
"E01000646",412617.63,53933.33,9.3,4.82,"1. Lowest"
"E01000647",367190.4,54183.33,6.8,2.93,"1. Lowest"
"E01000648",520108.76,56003.33,6.6,7.97,"2. Low"
"E01000649",830401.32,64426.67,10,8.31,"2. Low"
"E01000650",653239.39,62200,11.1,4.78,"1. Lowest"
"E01000651",475341.7,55663.33,10.3,8.3,"2. Low"
"E01000652",536409.58,56616.67,5,3.18,"1. Lowest"
"E01000653",787539.76,60010,8.5,3.9,"1. Lowest"
"E01000654",298712.32,50443.33,8.6,0.71,"1. Lowest"
"E01000655",285765.4,50486.67,10.8,1.71,"1. Lowest"
"E01000656",348898.9,52180,6.9,0.84,"1. Lowest"
"E01000657",257048.4,49080,12.2,4.8,"1. Lowest"
"E01000658",354519.52,50633.33,7.3,2.01,"1. Lowest"
"E01000659",333328.8,51386.67,9.4,1.67,"1. Lowest"
"E01000661",333647.72,40010,50.2,6.13,"2. Low"
"E01000662",370042.34,44350,18.1,2.57,"1. Lowest"
"E01000663",390683.31,44423.33,18.9,4.27,"1. Lowest"
"E01000664",373694.69,44700,18.4,1.7,"1. Lowest"
"E01000665",390608.49,53643.33,12.2,5.66,"2. Low"
"E01000666",650381.2,60940,4.7,2.33,"1. Lowest"
"E01000667",1227461.12,66580,6,5.35,"2. Low"
"E01000668",328646.88,50260,12.1,6.63,"2. Low"
"E01000669",376056.03,49906.67,8.9,7.9,"2. Low"
"E01000670",498917.47,58336.67,7.3,20.91,"4. High"
"E01000671",353511.96,49756.67,11,10.9,"3. Medium"
"E01000672",379714.87,54773.33,8.5,3.98,"1. Lowest"
"E01000673",449125.08,55273.33,9.1,8.33,"2. Low"
"E01000674",325419.24,51190,13.6,10.57,"3. Medium"
"E01000675",343424.03,56090,13.1,24.4,"4. High"
"E01000676",314845.95,48973.33,26.2,28.56,"5. Highest"
"E01000677",350493.67,54936.67,14.3,21.16,"4. High"
"E01000678",458295.26,54453.33,9.9,10.4,"3. Medium"
"E01000679",378584.19,52276.67,9.1,4.64,"1. Lowest"
"E01000680",762650.39,58380,8.6,0.64,"1. Lowest"
"E01000681",403460.63,56636.67,2.9,7.12,"2. Low"
"E01000682",383961.33,54453.33,3,4.29,"1. Lowest"
"E01000683",325980.76,53100,12.8,3.21,"1. Lowest"
"E01000684",468119.23,58466.67,2.9,3.31,"1. Lowest"
"E01000685",402261.67,51473.33,13.7,3.08,"1. Lowest"
"E01000686",512776.89,54336.67,6.9,5.23,"2. Low"
"E01000687",431400.76,54566.67,5.8,3.46,"1. Lowest"
"E01000688",910630.15,59706.67,2.4,1.88,"1. Lowest"
"E01000689",396589.96,47763.33,27.5,0.86,"1. Lowest"
"E01000690",485113.83,54070,9.3,4.52,"1. Lowest"
"E01000691",384457.72,49076.67,13.9,4.51,"1. Lowest"
"E01000692",473264.02,53156.67,8.1,6.05,"2. Low"
"E01000693",521982.54,55020,13.1,2.73,"1. Lowest"
"E01000694",661491.46,65206.67,5.2,4.16,"1. Lowest"
"E01000695",655738.15,61780,9,2.09,"1. Lowest"
"E01000696",899386.23,66463.33,7.2,3.85,"1. Lowest"
"E01000697",566221.12,62446.67,3.7,6.07,"2. Low"
"E01000698",794672.08,58550,7.5,3.04,"1. Lowest"
"E01000699",312536.88,45763.33,22,14.34,"3. Medium"
"E01000700",375317.82,51560,13.9,12.92,"3. Medium"
"E01000701",391154.48,50596.67,13.6,13.93,"3. Medium"
"E01000702",419010.37,53456.67,12.3,19.59,"3. Medium"
"E01000703",478637.63,54683.33,12.4,15.82,"3. Medium"
"E01000704",368794.77,48733.33,13.2,12.08,"3. Medium"
"E01000705",369690.79,48893.33,19.2,8.67,"2. Low"
"E01000706",355942.81,48676.67,16.7,13.92,"3. Medium"
"E01000707",535709.58,59336.67,3.1,8.49,"2. Low"
"E01000708",358773.85,53103.33,8.9,11.34,"3. Medium"
"E01000709",341682.13,49576.67,14.9,16.35,"3. Medium"
"E01000710",578979.15,53403.33,11.7,7.75,"2. Low"
"E01000711",413216.62,52613.33,13,10.73,"3. Medium"
"E01000712",479702.33,56136.67,6.8,9.98,"2. Low"
"E01000713",398038.43,55590,6.9,6.1,"2. Low"
"E01000714",357585.15,51876.67,12.1,19.04,"3. Medium"
"E01000715",419906.02,55096.67,7.8,9.4,"2. Low"
"E01000716",476651.44,55106.67,7.7,5.94,"2. Low"
"E01000717",332018.92,52526.67,8.4,10.12,"3. Medium"
"E01000718",317955.48,46130,30.4,5.76,"2. Low"
"E01000719",238074.79,39056.67,28.8,6.42,"2. Low"
"E01000720",256553.45,37313.33,48.8,0.29,"1. Lowest"
"E01000721",252283.53,35156.67,45.8,2.03,"1. Lowest"
"E01000722",286043.09,41790,22.9,10.93,"3. Medium"
"E01000723",327663.48,42020,13.4,3.18,"1. Lowest"
"E01000724",245400.63,36400,39.3,2.02,"1. Lowest"
"E01000725",242485.37,40756.67,26.8,8.85,"2. Low"
"E01000726",281351.93,44353.33,14.7,3.6,"1. Lowest"
"E01000727",328221.22,45306.67,16.5,9.47,"2. Low"
"E01000728",265978.74,39740,23.8,1.09,"1. Lowest"
"E01000729",212969.52,34796.67,41.9,4.39,"1. Lowest"
"E01000730",256989.74,36110,43,11.53,"3. Medium"
"E01000731",280395.82,39903.33,25.9,4.16,"1. Lowest"
"E01000732",460506.84,45256.67,12.8,3.9,"1. Lowest"
"E01000733",313780.1,42060,22.4,7.04,"2. Low"
"E01000734",426070.98,47356.67,11.6,2.62,"1. Lowest"
"E01000735",268402.21,37813.33,32.5,4.9,"1. Lowest"
"E01000736",297588.56,40743.33,27.6,3.93,"1. Lowest"
"E01000737",260022.8,39590,33.3,3.58,"1. Lowest"
"E01000738",304828.46,40160,20.5,4.34,"1. Lowest"
"E01000739",277593.94,36080,43.5,6.43,"2. Low"
"E01000740",253420.19,41616.67,31.6,15.37,"3. Medium"
"E01000741",320242.2,42680,32.8,19.83,"3. Medium"
"E01000742",325189.59,44053.33,27.2,15.88,"3. Medium"
"E01000743",275772.79,36490,42.1,13.13,"3. Medium"
"E01000744",281071.38,35236.67,47.4,8.68,"2. Low"
"E01000745",381431.59,45863.33,22.3,12.84,"3. Medium"
"E01000746",438705.32,47313.33,21.6,21.82,"4. High"
"E01000747",491410.78,52516.67,20.2,0.96,"1. Lowest"
"E01000748",564646.52,53173.33,13.9,0.41,"1. Lowest"
"E01000749",533967.1,51293.33,10.7,0.48,"1. Lowest"
"E01000750",358728.46,45230,30.3,1.21,"1. Lowest"
"E01000751",372972.75,52126.67,7.3,2.07,"1. Lowest"
"E01000752",407887.9,49930,8.4,2.25,"1. Lowest"
"E01000753",458399.35,57970,5.6,2.43,"1. Lowest"
"E01000754",362999.13,53980,8,11.57,"3. Medium"
"E01000755",468341.57,57173.33,5.7,9.76,"2. Low"
"E01000756",974838.56,63653.33,4.7,4.77,"1. Lowest"
"E01000757",558370.16,59263.33,4.4,3.74,"1. Lowest"
"E01000758",474997.57,58043.33,4.7,14.87,"3. Medium"
"E01000759",562831.39,56350,7.9,1.1,"1. Lowest"
"E01000760",440815.54,53683.33,10.3,4.87,"1. Lowest"
"E01000761",474109.43,54876.67,7.8,2.33,"1. Lowest"
"E01000762",331545.84,55996.67,6.2,4.37,"1. Lowest"
"E01000763",541099.69,56966.67,5,3.76,"1. Lowest"
"E01000764",450815.77,52180,11.4,3.75,"1. Lowest"
"E01000765",512085.42,55976.67,7.1,2.41,"1. Lowest"
"E01000766",558129.58,58400,2.7,7.15,"2. Low"
"E01000767",506328.45,57683.33,3.6,9.54,"2. Low"
"E01000768",456241.33,55880,6.7,7.31,"2. Low"
"E01000769",479157.33,54816.67,25.1,3.36,"1. Lowest"
"E01000770",544364.07,60300,6.8,6.3,"2. Low"
"E01000771",573817.64,57056.67,5.8,9.25,"2. Low"
"E01000772",521442.76,57700,4.5,4.68,"1. Lowest"
"E01000773",533796.85,54446.67,6.5,3.77,"1. Lowest"
"E01000774",387064.38,54310,10.8,7.38,"2. Low"
"E01000775",663380.95,58210,6.7,4.91,"1. Lowest"
"E01000777",461773.96,54050,9.4,6.53,"2. Low"
"E01000778",381650.86,50206.67,14.4,3.67,"1. Lowest"
"E01000779",415894.71,45090,18.5,3.49,"1. Lowest"
"E01000780",330249.26,40403.33,25.9,5.58,"2. Low"
"E01000781",264708.03,37716.67,41.6,7.39,"2. Low"
"E01000782",218720.81,36423.33,53.5,5.61,"2. Low"
"E01000783",265963.62,37086.67,39.1,6.56,"2. Low"
"E01000784",385827.99,48493.33,10,4.52,"1. Lowest"
"E01000785",293508.27,38320,35.3,3.93,"1. Lowest"
"E01000786",456971.16,49046.67,13.8,2.56,"1. Lowest"
"E01000787",262520.37,42923.33,23.3,3.99,"1. Lowest"
"E01000788",358953.49,45320,24.2,11.09,"3. Medium"
"E01000789",212855,38193.33,40.8,5.12,"2. Low"
"E01000790",361106.88,49336.67,16.4,21.72,"4. High"
"E01000791",371281.26,46200,11.3,5.41,"2. Low"
"E01000792",330373.6,46640,21.7,4.39,"1. Lowest"
"E01000793",509726.68,52723.33,3.9,5.33,"2. Low"
"E01000794",508946.25,53276.67,3.8,5.19,"2. Low"
"E01000795",458342.91,47356.67,15.1,2.99,"1. Lowest"
"E01000796",287493.08,37356.67,39.4,13.59,"3. Medium"
"E01000797",583903.15,53100,13.2,13.14,"3. Medium"
"E01000798",323486.91,35216.67,48.8,14.36,"3. Medium"
"E01000799",387391.49,46333.33,23.1,17.94,"3. Medium"
"E01000800",304970.67,39873.33,31.7,14.32,"3. Medium"
"E01000801",314029.28,43480,24.2,15.21,"3. Medium"
"E01000802",450822.51,46933.33,22,16.66,"3. Medium"
"E01000803",460742.39,47996.67,18.7,12.04,"3. Medium"
"E01000804",589035.42,53400,8.1,5.26,"2. Low"
"E01000805",398153.65,46343.33,25.1,13.68,"3. Medium"
"E01000806",321753.13,39616.67,33.1,17.95,"3. Medium"
"E01000807",515382.62,60070,6.2,7.4,"2. Low"
"E01000808",501360.69,60766.67,5.9,3.25,"1. Lowest"
"E01000809",450558.72,56860,3.5,5.78,"2. Low"
"E01000810",631658.9,62576.67,1.8,8.26,"2. Low"
"E01000811",398758.34,57820,5,10.8,"3. Medium"
"E01000812",456509.37,54033.33,12.3,7.65,"2. Low"
"E01000813",448579.6,56696.67,3.9,5.28,"2. Low"
"E01000814",581457.89,62966.67,3,11.98,"3. Medium"
"E01000815",688415.9,65053.33,2,6.79,"2. Low"
"E01000816",349810.31,47506.67,16.2,6.94,"2. Low"
"E01000818",565836.2,50246.67,13.2,2.38,"1. Lowest"
"E01000819",288849.72,43040,31.8,5.58,"2. Low"
"E01000820",583659.84,50940,21.2,4.79,"1. Lowest"
"E01000822",303027.49,49816.67,13.5,8.21,"2. Low"
"E01000823",413227.57,53130,9.1,9.77,"2. Low"
"E01000824",349207.18,50563.33,17.5,15.92,"3. Medium"
"E01000825",308756.21,49220,17.6,10.34,"3. Medium"
"E01000826",781285.64,67863.33,3.6,2.25,"1. Lowest"
"E01000827",419610.44,56466.67,5.9,4.84,"1. Lowest"
"E01000828",415830.31,54843.33,10.4,8.37,"2. Low"
"E01000829",403020.98,57200,7,19.17,"3. Medium"
"E01000830",975681.27,68913.33,3.1,3.18,"1. Lowest"
"E01000831",468399.91,58143.33,7.9,5.77,"2. Low"
"E01000832",530808.71,56490,5.7,5.33,"2. Low"
"E01000833",760840,63846.67,2.7,2.81,"1. Lowest"
"E01000834",524170.77,58983.33,3.2,3.69,"1. Lowest"
"E01000835",439294.59,54726.67,8.4,7.64,"2. Low"
"E01000836",507866.26,57853.33,4.1,4.1,"1. Lowest"
"E01000837",347225.92,52870,11.8,5.19,"2. Low"
"E01000838",486440.35,55193.33,5.1,4.18,"1. Lowest"
"E01000839",457410.43,58773.33,3.7,1.55,"1. Lowest"
"E01000840",582075.89,54826.67,8.3,3.12,"1. Lowest"
"E01000841",497734.09,56160,4.4,4.06,"1. Lowest"
"E01000842",1289599.58,86306.67,12.4,12.16,"3. Medium"
"E01000843",1051224.26,74460,18,13.17,"3. Medium"
"E01000844",1151287.96,85990,14.5,17.34,"3. Medium"
"E01000845",875773.38,76986.67,12.5,11.62,"3. Medium"
"E01000846",1371543.68,69593.33,26.6,10.21,"3. Medium"
"E01000847",1198706.89,70266.67,19.6,17.38,"3. Medium"
"E01000848",1158933.92,86120,9.7,13.24,"3. Medium"
"E01000849",842169.07,79403.33,11,17.44,"3. Medium"
"E01000850",697601.21,71080,18.1,62.66,"5. Highest"
"E01000851",1046539.1,63820,15.2,55.06,"5. Highest"
"E01000852",545142.38,57970,19.2,83.15,"5. Highest"
"E01000853",564842.29,55116.67,36,73.18,"5. Highest"
"E01000854",742173.31,57193.33,20.4,67.73,"5. Highest"
"E01000855",711685.03,61746.67,17.4,63.19,"5. Highest"
"E01000856",853083.54,55080,38.9,42.43,"5. Highest"
"E01000857",1705493.07,74843.33,16.2,12.11,"3. Medium"
"E01000858",608094.1,57830,46.1,25.99,"5. Highest"
"E01000859",1616206.81,82866.67,10.1,11.72,"3. Medium"
"E01000860",2103061.27,73130,21.8,7.15,"2. Low"
"E01000861",726444.07,56276.67,35.4,41.59,"5. Highest"
"E01000862",1523431.27,81310,13,21.94,"4. High"
"E01000863",841017.05,67273.33,37.4,43.66,"5. Highest"
"E01000864",791777.26,63640,25.4,7.85,"2. Low"
"E01000865",760312.36,68306.67,17.1,17.21,"3. Medium"
"E01000866",665087.69,58513.33,31.3,24.62,"4. High"
"E01000867",627609.32,52633.33,40,35.5,"5. Highest"
"E01000868",454908.57,49603.33,46.8,5.93,"2. Low"
"E01000869",597346.03,61646.67,26.7,14.12,"3. Medium"
"E01000870",757630.7,57290,35.3,22.45,"4. High"
"E01000871",1030712.31,76230,17.1,9.92,"2. Low"
"E01000872",496651.47,64066.67,29,19.51,"3. Medium"
"E01000873",795522.63,79130,10.9,10.24,"3. Medium"
"E01000874",1017330.88,81793.33,8.8,23.68,"4. High"
"E01000875",531690.94,61470,25.8,19.14,"3. Medium"
"E01000876",502893.98,56326.67,36.8,15.07,"3. Medium"
"E01000877",893826.81,82040,11.9,18.04,"3. Medium"
"E01000878",1055270.57,86963.33,9,14.22,"3. Medium"
"E01000879",1484028.43,91703.33,7.9,18.59,"3. Medium"
"E01000880",2098273.29,95893.33,9.4,20.61,"4. High"
"E01000881",1133073.22,81176.67,17.3,26.91,"5. Highest"
"E01000882",1678842.09,92133.33,6.5,22,"4. High"
"E01000883",1189580.64,82210,13.5,31.39,"5. Highest"
"E01000884",1689742.3,102250,7.9,5.72,"2. Low"
"E01000885",2953306.94,109863.33,8.8,5.68,"2. Low"
"E01000886",855426.43,74316.67,13.1,12.56,"3. Medium"
"E01000887",691476.56,69850,16.7,18.93,"3. Medium"
"E01000888",1097473.03,70900,18.3,14.3,"3. Medium"
"E01000889",452191.9,47713.33,39.3,12.66,"3. Medium"
"E01000890",505334.42,42893.33,53,11.39,"3. Medium"
"E01000891",423668.6,42946.67,55,11.07,"3. Medium"
"E01000892",1587203.22,72126.67,19.8,16.98,"3. Medium"
"E01000893",1696398.89,94660,8.6,4.61,"1. Lowest"
"E01000894",1609521.69,107043.33,7.6,9.44,"2. Low"
"E01000895",1261344.56,87393.33,13.7,13.91,"3. Medium"
"E01000896",1387679.65,99413.33,8.5,15.35,"3. Medium"
"E01000897",1920943.05,97350,7.3,15.78,"3. Medium"
"E01000898",1180961.9,82353.33,16.7,19.36,"3. Medium"
"E01000899",2553958.7,106910,7.5,4.94,"1. Lowest"
"E01000900",682314.23,55293.33,31.4,16.84,"3. Medium"
"E01000901",609547.12,44810,37.8,19.99,"3. Medium"
"E01000902",616663.89,48193.33,38.9,14.97,"3. Medium"
"E01000903",999974.68,69280,20.5,13.41,"3. Medium"
"E01000904",607815.26,53193.33,34.2,28.54,"5. Highest"
"E01000905",412520.62,44946.67,44.5,20.71,"4. High"
"E01000906",858251.41,65633.33,14.3,18.22,"3. Medium"
